,Main Category,Child Category,GrandChild Category,Prompt,Translate
1380,Lighting,Types of Lights,,Argon Lamp,氩气灯
1381,Lighting,Types of Lights,,Helium Lamp,氦气灯
1382,Lighting,Types of Lights,,Carbide Lamp,碳化物灯
1383,Lighting,Types of Lights,,Argand Lamp,阿尔戈德灯
1384,Lighting,Types of Lights,,Diya Lamp,迪雅灯
1385,Lighting,Types of Lights,,Arc Lamp,弧光灯
1386,Lighting,Types of Lights,,Lantern,盏灯
1387,Lighting,Types of Lights,,Schwarz Lantern,黑灯笼
1388,Lighting,Types of Lights,,Flare,喇叭口
1389,Lighting,Types of Lights,,Edison Bulb,爱迪生灯泡
1390,Lighting,Types of Lights,,Nixie Tube,尼克斯管
1391,Lighting,Types of Lights,,Tube,管子
1392,Lighting,Types of Lights,,Vacuum Tube Lamp,真空管灯
1393,Lighting,Types of Lights,,Nightlight,夜光
1394,Lighting,Types of Lights,,Christmas Lights,圣诞灯饰
1395,Lighting,Types of Lights,,Optical Fiber,光纤
1396,Lighting,Types of Lights,,Electroluminescent Wire,电致发光线
1397,Lighting,Types of Lights,,Electromagnetic Spectrum,电磁波谱
1398,Lighting,Types of Lights,,Infrared,红外线
1399,Lighting,Types of Lights,,Ray,雷
1400,Lighting,Types of Lights,,Lightspeed,光速
1401,Lighting,Types of Lights,,Nightclub,夜总会
1402,Lighting,Types of Lights,,Glowing Radioactivity,发光的放射性
1403,Lighting,Types of Lights,,Nuclear Waste,核废料
1404,Lighting,Types of Lights,,Glowing Nuclear Waste,发光的核废料
1405,Lighting,Types of Displays,,7 Segment Display,7段式显示
1406,Lighting,Types of Displays,,Dot Matrix Display,点阵式显示器
1407,Lighting,Types of Displays,,Electroluminescent Display,电致发光显示器
1408,Lighting,Types of Displays,,CRT,CRT
1409,Lighting,Types of Displays,,Vacuum Fluorescent Display,真空荧光显示器
1410,Lighting,Types of Displays,,Phosphor Display,荧光粉显示器
1411,Lighting,Types of Displays,,LCD,液晶显示器
1412,Lighting,Types of Displays,,LED,LED
1413,Lighting,Types of Displays,,OLED,OLED
1414,Lighting,Types of Displays,,AMOLED,AMOLED
1415,Lighting,Types of Displays,,Plasma Display,等离子显示器
1416,Lighting,Types of Displays,,Quantum Dot,量子点
1417,Lighting,Types of Displays,,Quantum Dot Display,量子点显示器
1418,Lighting,Types of Displays,,Jumbotron,琼浆玉液
1419,Lighting,Lighting Styles and Techniques,,Moody Lighting,穆迪照明
1420,Lighting,Lighting Styles and Techniques,,Cinematic Lighting,电影照明
1421,Lighting,Lighting Styles and Techniques,,Studio Lighting,工作室照明
1422,Lighting,Lighting Styles and Techniques,,Soft Lighting,柔和照明
1423,Lighting,Lighting Styles and Techniques,,Hard Lighting,硬质照明
1424,Lighting,Lighting Styles and Techniques,,Accent Lighting,重点照明
1425,Lighting,Lighting Styles and Techniques,,Volumetric,计量
1426,Lighting,Lighting Styles and Techniques,,Volumetric Lighting,体积式照明
1427,Lighting,Lighting Styles and Techniques,,Jour,昼日
1428,Lighting,Lighting Styles and Techniques,,Rembrandt Lighting,伦勃朗照明
1429,Lighting,Lighting Styles and Techniques,,Split Lighting,分体式照明
1430,Lighting,Lighting Styles and Techniques,,Beautiful Lighting,美丽的照明
1431,Lighting,Lighting Styles and Techniques,,Nightclub Lighting,夜总会照明
1432,Lighting,Lighting Styles and Techniques,,Concert Lighting,音乐会照明
1433,Lighting,Lighting Styles and Techniques,,Museum Lighting,博物馆照明
1434,Lighting,Lighting Styles and Techniques,,Laser Light Show,激光灯光秀
1435,Lighting,Lighting Styles and Techniques,,Light Pollution,光污染
1436,Lighting,Global Illumination,,Global Illumination,全球照明
1437,Lighting,Global Illumination,,Lumen Global Illumination,流明全球照明
1438,Lighting,Global Illumination,,Screen Space Global Illumination,屏幕空间全局照明
1439,Lighting,Global Illumination,,Ray Tracing Global Illumination,光线追踪全局照明
1440,Lighting,Shadows,,Shadows,阴影
1441,Lighting,Shadows,,Ray Traced Shadows,光线追踪的阴影
