,Main Category,Child Category,GrandChild Category,Prompt,Translate
1380,Lighting,Types of Lights,,Argon Lamp,氩气灯
1381,Lighting,Types of Lights,,Helium Lamp,氦气灯
1382,Lighting,Types of Lights,,Carbide Lamp,碳化物灯
1383,Lighting,Types of Lights,,Argand Lamp,阿尔戈德灯
1384,Lighting,Types of Lights,,Diya Lamp,迪雅灯
1385,Lighting,Types of Lights,,Arc Lamp,弧光灯
1386,Lighting,Types of Lights,,Lantern,盏灯
1387,Lighting,Types of Lights,,Schwarz Lantern,黑灯笼
1388,Lighting,Types of Lights,,Flare,喇叭口
1389,Lighting,Types of Lights,,Edison Bulb,爱迪生灯泡
1390,Lighting,Types of Lights,,Nixie Tube,尼克斯管
1391,Lighting,Types of Lights,,Tube,管子
1392,Lighting,Types of Lights,,Vacuum Tube Lamp,真空管灯
1393,Lighting,Types of Lights,,Nightlight,夜光
1394,Lighting,Types of Lights,,Christmas Lights,圣诞灯饰
1395,Lighting,Types of Lights,,Optical Fiber,光纤
1396,Lighting,Types of Lights,,Electroluminescent Wire,电致发光线
1397,Lighting,Types of Lights,,Electromagnetic Spectrum,电磁波谱
1398,Lighting,Types of Lights,,Infrared,红外线
1399,Lighting,Types of Lights,,Ray,雷
1400,Lighting,Types of Lights,,Lightspeed,光速
1401,Lighting,Types of Lights,,Nightclub,夜总会
1402,Lighting,Types of Lights,,Glowing Radioactivity,发光的放射性
1403,Lighting,Types of Lights,,Nuclear Waste,核废料
1404,Lighting,Types of Lights,,Glowing Nuclear Waste,发光的核废料
1405,Lighting,Types of Displays,,7 Segment Display,7段式显示
1406,Lighting,Types of Displays,,Dot Matrix Display,点阵式显示器
1407,Lighting,Types of Displays,,Electroluminescent Display,电致发光显示器
1408,Lighting,Types of Displays,,CRT,CRT
1409,Lighting,Types of Displays,,Vacuum Fluorescent Display,真空荧光显示器
1410,Lighting,Types of Displays,,Phosphor Display,荧光粉显示器
1411,Lighting,Types of Displays,,LCD,液晶显示器
1412,Lighting,Types of Displays,,LED,LED
1413,Lighting,Types of Displays,,OLED,OLED
1414,Lighting,Types of Displays,,AMOLED,AMOLED
1415,Lighting,Types of Displays,,Plasma Display,等离子显示器
1416,Lighting,Types of Displays,,Quantum Dot,量子点
1417,Lighting,Types of Displays,,Quantum Dot Display,量子点显示器
1418,Lighting,Types of Displays,,Jumbotron,琼浆玉液
1419,Lighting,Lighting Styles and Techniques,,Moody Lighting,穆迪照明
1420,Lighting,Lighting Styles and Techniques,,Cinematic Lighting,电影照明
1421,Lighting,Lighting Styles and Techniques,,Studio Lighting,工作室照明
1422,Lighting,Lighting Styles and Techniques,,Soft Lighting,柔和照明
1423,Lighting,Lighting Styles and Techniques,,Hard Lighting,硬质照明
1424,Lighting,Lighting Styles and Techniques,,Accent Lighting,重点照明
1425,Lighting,Lighting Styles and Techniques,,Volumetric,计量
1426,Lighting,Lighting Styles and Techniques,,Volumetric Lighting,体积式照明
1427,Lighting,Lighting Styles and Techniques,,Jour,昼日
1428,Lighting,Lighting Styles and Techniques,,Rembrandt Lighting,伦勃朗照明
1429,Lighting,Lighting Styles and Techniques,,Split Lighting,分体式照明
1430,Lighting,Lighting Styles and Techniques,,Beautiful Lighting,美丽的照明
1431,Lighting,Lighting Styles and Techniques,,Nightclub Lighting,夜总会照明
1432,Lighting,Lighting Styles and Techniques,,Concert Lighting,音乐会照明
1433,Lighting,Lighting Styles and Techniques,,Museum Lighting,博物馆照明
1434,Lighting,Lighting Styles and Techniques,,Laser Light Show,激光灯光秀
1435,Lighting,Lighting Styles and Techniques,,Light Pollution,光污染
1436,Lighting,Global Illumination,,Global Illumination,全球照明
1437,Lighting,Global Illumination,,Lumen Global Illumination,流明全球照明
1438,Lighting,Global Illumination,,Screen Space Global Illumination,屏幕空间全局照明
1439,Lighting,Global Illumination,,Ray Tracing Global Illumination,光线追踪全局照明
1440,Lighting,Shadows,,Shadows,阴影
1441,Lighting,Shadows,,Ray Traced Shadows,光线追踪的阴影
2145,Perspective,Views,,Aerial View,鸟瞰图
2146,Perspective,Views,,View From an Airplane,从飞机上看风景
2147,Perspective,Views,,Closeup,特写镜头
2148,Perspective,Views,,Extreme Closeup,极端特写
2149,Perspective,Views,,Shot,射击
2150,Perspective,Views,,Selfie,自拍
2151,Perspective,Views,,Field of View,视野
2152,Perspective,Angles,,Low Angle,低角度
2153,Perspective,Angles,,High Angle,高角度
2154,Perspective,Perspective and Projections,,Perspective,透视
2155,Perspective,Perspective and Projections,,Panini Projection,帕尼尼投影仪
2156,Perspective,Perspective and Projections,,Orthographic,正字法
2157,Perspective,Perspective and Projections,,Axonometric,轴测法
2158,Perspective,Perspective and Projections,,Miniature Faking,迷你版造假
2159,Perspective,Perspective and Projections,,Brenizer Method,Brenizer方法
2160,Perspective,Perspective and Projections,,Accelerated Perspective,加速的视角
2161,Perspective,Perspective and Projections,,Linear Perspective,线性透视
2162,SFX_and_Shaders,Reflections,,Ray Tracing Reflections,光线追踪反射
2163,SFX_and_Shaders,Reflections,,Lumen Reflections,流明反思
2164,SFX_and_Shaders,Reflections,,Screen Space Reflections,屏幕空间反射
2165,SFX_and_Shaders,Reflections,,Diffraction Grading,衍射分级
2166,SFX_and_Shaders,Reflections,,Reflection in a puddle,水坑中的倒影
2167,SFX_and_Shaders,Reflections,,Water Reflection,水的倒影
2168,SFX_and_Shaders,Blurs,,Blurry,模糊的
2169,SFX_and_Shaders,Blurs,,Blur Effect,模糊效果
2170,SFX_and_Shaders,Blurs,,Tilt Blur,倾斜模糊
2171,SFX_and_Shaders,Stylized,,Chromatic Aberration,色差
2172,SFX_and_Shaders,Stylized,,RGB Displacement,RGB置换
2173,SFX_and_Shaders,Stylized,,Anaglyph,Anaglyph
2174,SFX_and_Shaders,Stylized,,Multiscopy,多层拷贝
2175,SFX_and_Shaders,Stylized,,Autostereoscopy,自动立体成像仪
2176,SFX_and_Shaders,Stylized,,Stereoscopy,体视学
2177,SFX_and_Shaders,Stylized,,Scan Lines,扫描线
2178,SFX_and_Shaders,Stylized,,Parallax,视差
2179,SFX_and_Shaders,Stylized,,Posterization,海报化
2180,SFX_and_Shaders,Stylized,,Quantization,量化
2181,SFX_and_Shaders,Stylized,,Sobel Operator,Sobel运算器
2182,SFX_and_Shaders,Stylized,,Edge Detection,边缘检测
2183,SFX_and_Shaders,Stylized,,Convolution Matrix,卷积矩阵
2184,SFX_and_Shaders,Stylized,,Interlaced,隔行扫描
2185,SFX_and_Shaders,Stylized,,Moire Patterns,摩尔纹图案
2186,SFX_and_Shaders,Stylized,,Twisted Rays,扭曲的光线
2187,SFX_and_Shaders,Stylized,,Ripple,涟漪
2188,SFX_and_Shaders,Stylized,,Wavy,波浪形
2189,SFX_and_Shaders,Stylized,,Morph,形状
2190,SFX_and_Shaders,Stylized,,Squiggly,挤眉弄眼
2191,SFX_and_Shaders,Stylized,,Wavetracing,波形追踪
2192,SFX_and_Shaders,Stylized,,Sabattier Effect,萨巴蒂尔效应
2193,SFX_and_Shaders,Stylized,,Rounded,圆形的
2194,SFX_and_Shaders,Stylized,,Blobby,Blobby
2195,SFX_and_Shaders,Stylized,,Textured,纹理
2196,SFX_and_Shaders,Stylized,,Tornadic,Tornadic
2197,SFX_and_Shaders,Stylized,,Cracks,裂缝
2198,SFX_and_Shaders,Stylized,,Cracked,破解
2199,SFX_and_Shaders,Stylized,,Glowing Edges,发光的边缘
2200,SFX_and_Shaders,Stylized,,Spherize,斯弗里兹
2201,SFX_and_Shaders,Stylized,,Harris Shutter,哈里斯百叶窗
2202,SFX_and_Shaders,Stylized,,Tessellated,棋盘式
2203,SFX_and_Shaders,Stylized,,Emboss,压花
2204,SFX_and_Shaders,Stylized,,Starburst,星光灿烂
2205,SFX_and_Shaders,Stylized,,Dirty,肮脏的
2206,SFX_and_Shaders,Stylized,,With Imperfections,有不完美的地方
2207,SFX_and_Shaders,Stylized,,Distortion,失真
2208,SFX_and_Shaders,Stylized,,Cropped,裁剪过的
2209,SFX_and_Shaders,Stylized,,Sharpened,削尖的
2210,SFX_and_Shaders,Stylized,,Lenticular,光栅
2211,SFX_and_Shaders,Stylized,,Dilate,扩张
2212,SFX_and_Shaders,Stylized,,Erode,埃罗德
2213,SFX_and_Shaders,Stylized,,Smudged,涂抹的
2214,SFX_and_Shaders,Stylized,,Mordancage,モンドカーチ
2215,SFX_and_Shaders,Shaders and Post Processing,,Ray Traced,雷电追踪
2216,SFX_and_Shaders,Shaders and Post Processing,,Ray Tracing Ambient Occlusion,光线追踪的环境遮蔽
2217,SFX_and_Shaders,Shaders and Post Processing,,RTX,RTX
2218,SFX_and_Shaders,Shaders and Post Processing,,Aliasing,别名
2219,SFX_and_Shaders,Shaders and Post Processing,,FXAA,FXAA
2220,SFX_and_Shaders,Shaders and Post Processing,,TXAA,TXAA
2221,SFX_and_Shaders,Shaders and Post Processing,,Sharpen,锐化
2222,SFX_and_Shaders,Shaders and Post Processing,,Healing,愈合
2223,SFX_and_Shaders,Shaders and Post Processing,,Digitally Enhanced,数字增强
2224,SFX_and_Shaders,Shaders and Post Processing,,Post Processing,后期处理
2225,SFX_and_Shaders,Shaders and Post Processing,,Production,生产
2226,SFX_and_Shaders,Shaders and Post Processing,,Tone Mapping,色调映射
2227,SFX_and_Shaders,Shaders and Post Processing,,SFX,SFX
2228,SFX_and_Shaders,Shaders and Post Processing,,CGI,CGI
2229,SFX_and_Shaders,Shaders and Post Processing,,SSAO,SSAO
2230,SFX_and_Shaders,Shaders and Post Processing,,Cel Shading,Cel Shading
1187,Intangibles,Emotions and Qualities,,Happy,快乐
1188,Intangibles,Emotions and Qualities,,Happy Accidents,快乐的意外事件
1189,Intangibles,Emotions and Qualities,,Joyful,欢乐的
1190,Intangibles,Emotions and Qualities,,Excited,兴奋的
1191,Intangibles,Emotions and Qualities,,Euphoric,欣喜若狂
1192,Intangibles,Emotions and Qualities,,Love,爱
1193,Intangibles,Emotions and Qualities,,Sad,悲伤
1194,Intangibles,Emotions and Qualities,,Lonely,孤独的
1195,Intangibles,Emotions and Qualities,,Depressing,令人沮丧的是
1196,Intangibles,Emotions and Qualities,,Surprise,惊喜
1197,Intangibles,Emotions and Qualities,,Emotional,情感的
1198,Intangibles,Emotions and Qualities,,Whimsical,奇思妙想
1199,Intangibles,Emotions and Qualities,,Evocative,令人回味的
1200,Intangibles,Emotions and Qualities,,Angry,愤怒的
1201,Intangibles,Emotions and Qualities,,Dangerous,危险的
1202,Intangibles,Emotions and Qualities,,Good,良好
1203,Intangibles,Emotions and Qualities,,Heavenly,天堂
1204,Intangibles,Emotions and Qualities,,Evil,邪恶
1205,Intangibles,Emotions and Qualities,,Diabolic,堕落的人
1206,Intangibles,Emotions and Qualities,,God,神
1207,Intangibles,Emotions and Qualities,,Benevolent,仁者见仁智者见智
1208,Intangibles,Emotions and Qualities,,Malevolent,邪恶的
1209,Intangibles,Emotions and Qualities,,Creepy,令人毛骨悚然
1210,Intangibles,Emotions and Qualities,,Horror,恐怖
1211,Intangibles,Emotions and Qualities,,Frightened,惊慌失措
1212,Intangibles,Emotions and Qualities,,Soulful,灵魂的
1213,Intangibles,Emotions and Qualities,,Sublime,崇高的
1214,Intangibles,Emotions and Qualities,,Ideal,理想
1215,Intangibles,Concepts,,Infused,灌注式
1216,Intangibles,Concepts,,Refreshing,令人耳目一新
1217,Intangibles,Concepts,,Essence,精华
1218,Intangibles,Concepts,,Esoteric,隐密性
1219,Intangibles,Concepts,,Supersonic,超音速
1220,Intangibles,Concepts,,Magnetic,磁性
1221,Intangibles,Concepts,,Weak,弱点
1222,Intangibles,Concepts,,Significant,重要的
1223,Intangibles,Concepts,,Insanity,精神错乱
1224,Intangibles,Concepts,,Darkened,黑化
1225,Intangibles,Concepts,,Void,虚空
1226,Intangibles,Concepts,,Thin,薄
1227,Intangibles,Concepts,,Thick,厚实
1228,Intangibles,Concepts,,Nano,纳米级
1229,Intangibles,Concepts,,Micro,微观
1230,Intangibles,Concepts,,Tiny,小小的
1231,Intangibles,Concepts,,Mini,迷你型
1232,Intangibles,Concepts,,Big,大
1233,Intangibles,Concepts,,Large,大型
1234,Intangibles,Concepts,,Massive Scale,巨大的规模
1235,Intangibles,Concepts,,Stuff,节目内容
1236,Intangibles,Concepts,,Things,事物
1237,Intangibles,Concepts,,Items,项目
1238,Intangibles,Concepts,,Nothing,没有什么
1239,Intangibles,Concepts,,Something,一些东西
1240,Intangibles,Concepts,,Anything,任何事情
1241,Intangibles,Concepts,,Everything,一切
1242,Intangibles,Concepts,,one,一
1243,Intangibles,Concepts,,Nobody,没有人
1244,Intangibles,Concepts,,Feng Shui,风水
1245,Intangibles,Concepts,,Perfectionism,完美主义
1246,Intangibles,Concepts,,OCD,强迫症
1247,Intangibles,Concepts,,Organized,有组织的
1248,Intangibles,Concepts,,Sorted,已分类
1249,Intangibles,Concepts,,Archive,档案
1250,Intangibles,Concepts,,Random,随机
1251,Intangibles,Concepts,,Array,阵列
1252,Intangibles,Concepts,,Flexible,灵活的
1253,Intangibles,Concepts,,Muted,无声的
1254,Intangibles,Concepts,,Silence,沉默
1255,Intangibles,Concepts,,Visual Perception,视觉感知
1256,Intangibles,Concepts,,Visual Agnosia,视觉失认症
1257,Intangibles,Concepts,,Vertigo,眩晕症
1258,Intangibles,Concepts,,Ambiguous Image,暧昧的形象
1259,Intangibles,Concepts,,Bayer Matrix,拜耳矩阵
1260,Intangibles,Concepts,,Beginning,开始的时候
1261,Intangibles,Concepts,,End,结束
1262,Intangibles,Concepts,,Death,死亡
1263,Intangibles,Concepts,,Purgatory,炼狱
1264,Intangibles,Concepts,,Mind,心灵
1265,Intangibles,Concepts,,Ego,自负
1266,Intangibles,Concepts,,Egodeath,恶魔之城(Egodeath)
1267,Intangibles,Concepts,,Paradox,悖论
1268,Intangibles,Concepts,,Physics,物理学
1269,Intangibles,Concepts,,Prompt,提示
1270,Intangibles,Concepts,,Sinusoid,正弦体
1271,Intangibles,Concepts,,Summation,总结
1272,Intangibles,Concepts,,Destructive,破坏性的
1273,Intangibles,Concepts,,Abrasion,擦伤
1274,Intangibles,Concepts,,Obstructed,受阻
1275,Intangibles,Concepts,,Displace,替换
1276,Intangibles,Concepts,,Convergence,融合
1277,Intangibles,Symbols,,Yin Yang,阴阳
1278,Intangibles,Symbols,,Clef,克莱夫
1279,Intangibles,Symbols,,Sigil,符号（Sigil
1280,Intangibles,Symbols,,Ouroboros,Ouroboros
1281,Intangibles,Zodiac Signs,,Capricornus,摩羯座
1282,Intangibles,Zodiac Signs,,Aquarius,水瓶座
1283,Intangibles,Zodiac Signs,,Pisces,双鱼座
1284,Intangibles,Zodiac Signs,,Taurus,金牛座
1285,Intangibles,Zodiac Signs,,Gemini,双子座
1286,Intangibles,Zodiac Signs,,Cancer,癌症
1287,Intangibles,Zodiac Signs,,Leo,狮子座
1288,Intangibles,Zodiac Signs,,Virgo,处女座
1289,Intangibles,Zodiac Signs,,Libra,天秤座
1290,Intangibles,Zodiac Signs,,Scorpio,天蝎座
1291,Intangibles,Zodiac Signs,,Sagittarius,人马座
1292,Intangibles,Numbers,,Hundred,百家号
1293,Intangibles,Numbers,,Thousand,千人
1294,Intangibles,Numbers,,Million,百万
1295,Intangibles,Numbers,,Billion,十亿
1296,Intangibles,Numbers,,Trillion,万亿
1297,Intangibles,Numbers,,Quadrillion,四亿人
1298,Intangibles,Number Systems,,Unary,单数
1299,Intangibles,Number Systems,,Binary,二进制
1300,Intangibles,Number Systems,,Ternary,三元制
1301,Intangibles,Number Systems,,Quaternary,第四纪
1302,Intangibles,Number Systems,,Quinary,四元制
1303,Intangibles,Number Systems,,Senary,瑟纳里
1304,Intangibles,Number Systems,,Nonary,非营利组织
1305,Intangibles,Number Systems,,Decimal,十进制
1306,Intangibles,Number Systems,,Hexadecimal,十六进制
1307,Intangibles,Time,,Early,早期
1308,Intangibles,Time,,Late,迟来的
1309,Intangibles,Time,,Past,过去
1310,Intangibles,Time,,Future,未来
1311,Intangibles,Time,,Second,第二次
1312,Intangibles,Time,,Minute,分钟
1313,Intangibles,Time,,Hour,一小时
1314,Intangibles,Time,,Day,天
1315,Intangibles,Time,,Week,周
1316,Intangibles,Time,,Month,月份
1317,Intangibles,Time,,Year,年
1318,Intangibles,Time,,Decade,十年
1319,Intangibles,Time,,Millennia,千禧年
1320,Intangibles,Time,,Epoch,纪元
1321,Intangibles,Time,,Aeon,永恒
1322,Intangibles,Computer Data,,Byte,字节
1323,Intangibles,Computer Data,,Kilobyte,千字节
1324,Intangibles,Computer Data,,Megabyte,兆字节
1325,Intangibles,Computer Data,,Gigabyte,芝华士
1326,Intangibles,Computer Data,,Terabyte,特拉比特
1327,Intangibles,Computer Data,,Petabyte,彼得比特
1328,Intangibles,Computer Data,,Zettabyte,Zettabyte
1329,Intangibles,Computer Data,,Yottabyte,Yottabyte
